City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
225,Puerto Escondido,MX,2022-10-09 12:08:56,15.85,-97.0667,76.03,73,40,8.05
226,Osorno,CL,2022-10-09 12:08:56,-40.5667,-73.15,44.91,76,0,5.75
227,El Rosario,MX,2022-10-09 12:08:57,24.2556,-107.1828,73.47,72,2,4.79
228,Hargeysa,SO,2022-10-09 12:08:57,9.56,44.065,85.12,25,37,10.83
229,Chipata,ZM,2022-10-09 12:08:58,-13.6333,32.65,88.12,16,3,10.96
230,Chester,US,2022-10-09 12:08:22,40.1254,-75.8749,42.96,94,0,0.0
231,Marsa Matruh,EG,2022-10-09 12:09:59,31.3525,27.2453,76.5,50,48,10.22
232,Sangar,RU,2022-10-09 12:09:59,63.9242,127.4739,27.34,95,100,9.13
233,Todos Santos,MX,2022-10-09 12:09:59,23.45,-110.2167,76.3,60,0,4.54
234,Minab,IR,2022-10-09 12:10:00,27.1467,57.0801,95.2,13,0,13.31
235,Pampierstad,ZA,2022-10-09 12:10:00,-27.7832,24.6877,95.74,11,97,6.98
236,Hunsur,IN,2022-10-09 12:10:01,12.3075,76.2878,80.22,83,99,6.71
237,Flin Flon,CA,2022-10-09 12:10:01,54.7682,-101.865,39.49,74,100,4.94
238,Bukachacha,RU,2022-10-09 12:10:01,52.9833,116.9167,29.44,62,79,2.06
239,Cabo San Lucas,MX,2022-10-09 12:09:56,22.8909,-109.9124,77.31,73,0,4.61
240,Road Town,VG,2022-10-09 12:10:03,18.4167,-64.6167,84.29,74,7,17.13
241,Bitung,ID,2022-10-09 12:10:03,1.4451,125.1824,76.05,78,53,2.93
242,Labytnangi,RU,2022-10-09 12:10:04,66.6572,66.4183,40.51,93,100,9.01
243,Fengxian,CN,2022-10-09 12:10:04,34.7039,116.5872,51.69,35,79,7.92
244,Kerman,IR,2022-10-09 12:10:05,30.2832,57.0788,73.72,10,0,10.45
245,Narsaq,GL,2022-10-09 12:10:05,60.9167,-46.05,30.42,58,100,6.69
246,Rio Verde De Mato Grosso,BR,2022-10-09 12:10:06,-18.9181,-54.8442,76.12,72,75,5.41
247,Pisco,PE,2022-10-09 12:10:06,-13.7,-76.2167,60.85,82,100,5.75
248,Russell,US,2022-10-09 12:10:07,32.3502,-85.1999,49.6,53,29,5.46
249,Gwadar,PK,2022-10-09 12:10:07,25.1216,62.3254,86.25,38,0,15.68
250,Nantucket,US,2022-10-09 12:07:26,41.2835,-70.0995,50.11,71,0,6.91
251,Codrington,AU,2022-10-09 12:10:08,-38.2667,141.9667,44.8,83,57,2.42
252,Ucluelet,CA,2022-10-09 12:10:08,48.9329,-125.5528,58.19,79,42,3.09
